gene,cell_type
Slc30a8,pancreatic PP cell
Slc30a8,glandular epithelial cell
Slc30a8,enteroendocrine cell
Slc30a8,PP cell
Slc30a8,endocrine cell
Slc32a1,interneuron
Slc32a1,cortical interneuron
Slc32a1,cerebral cortex GABAergic interneuron
Slc32a1,lamp5 GABAergic cortical interneuron
Slc32a1,sncg GABAergic cortical interneuron
Slc32a1,sst GABAergic cortical interneuron
Slc32a1,sst chodl GABAergic cortical interneuron
Slc32a1,pvalb GABAergic cortical interneuron
Slc32a1,inhibitory interneuron
Slc32a1,GABAergic neuron
Slc39a5,pancreatic acinar cell
Slc39a5,acinar cell
Slc39a8,ciliated cell of the bronchus
Slc39a8,epithelial cell of lung
Slc39a8,epithelial cell of alveolus of lung
Slc39a8,pneumocyte
Slc39a8,type I pneumocyte
Slc39a8,type II pneumocyte
Slc39a8,bronchial epithelial cell
Slc39a8,epithelial cell of urethra
Slc39a8,erythrocyte
Slc39a8,lung secretory cell
Slc3a1,columnar/cuboidal epithelial cell
Slc3a1,brush cell
Slc40a1,Kupffer cell
Slc44a5,interneuron
Slc44a5,cortical interneuron
Slc44a5,sncg GABAergic cortical interneuron
Slc44a5,vip GABAergic cortical interneuron
Slc44a5,inhibitory interneuron
Slc44a5,GABAergic neuron
Slc47a1,ciliated epithelial cell
Slc47a1,epithelial cell of proximal tubule
Slc47a1,columnar/cuboidal epithelial cell
Slc47a1,kidney epithelial cell
Slc47a1,kidney cortex tubule cell
Slc47a1,epithelial cell of nephron
Slc47a1,kidney loop of Henle thin descending limb epithelial cell
Slc47a1,leptomeningeal cell
Slc47a1,kidney cell
Slc4a1,renal intercalated cell
Slc4a1,renal alpha-intercalated cell
Slc4a1,blood cell
Slc4a1,basophil
Slc4a1,erythrocyte
Slc4a1,enucleate erythrocyte
Slc4a1,immature B cell
Slc4a1,erythroid lineage cell
Slc4a1,erythroblast
Slc4a1,hematopoietic precursor cell
Slc4a1,myeloid lineage restricted progenitor cell
Slc4a1,granulocytopoietic cell
Slc4a10,L6b glutamatergic cortical neuron
Slc4a9,kidney collecting duct epithelial cell
Slc4a9,kidney collecting duct principal cell
Slc4a9,renal principal cell
Slc4a9,renal intercalated cell
Slc4a9,renal beta-intercalated cell
Slc4a9,renal alpha-intercalated cell
Slc4a9,kidney collecting duct cell
Slc5a12,ciliated epithelial cell
Slc5a12,epithelial cell of proximal tubule
Slc5a12,kidney proximal convoluted tubule epithelial cell
Slc5a12,kidney proximal straight tubule epithelial cell
Slc5a12,columnar/cuboidal epithelial cell
Slc5a12,kidney loop of Henle thin ascending limb epithelial cell
Slc5a12,kidney epithelial cell
Slc5a12,kidney glomerular epithelial cell
Slc5a12,podocyte
Slc5a12,kidney cortex tubule cell
Slc5a12,epithelial cell of nephron
Slc5a12,kidney loop of Henle thin descending limb epithelial cell
Slc5a12,kidney cell
Slc5a2,kidney proximal convoluted tubule epithelial cell
Slc5a2,kidney proximal straight tubule epithelial cell
Slc6a11,glioblast
Slc6a11,vascular leptomeningeal cell
Slc6a11,mesothelial fibroblast
Slc6a19,ciliated epithelial cell
Slc6a19,epithelial cell of proximal tubule
Slc6a19,columnar/cuboidal epithelial cell
Slc6a19,kidney loop of Henle thin ascending limb epithelial cell
Slc6a19,kidney epithelial cell
Slc6a19,kidney cortex tubule cell
Slc6a19,epithelial cell of nephron
Slc6a19,kidney cell
Slc6a4,mast cell
Slc6a9,glioblast
Slc7a10,glioblast
Slc7a10,fibroblast of lung
Slc8a1,kidney connecting tubule epithelial cell
Slc8a1,cerebellar Golgi cell
Slc8a1,L6b glutamatergic cortical neuron
Slc9a3,kidney loop of Henle ascending limb epithelial cell
Slc9a3,kidney loop of Henle thick ascending limb epithelial cell
Slc9a3,kidney loop of Henle medullary thick ascending limb epithelial cell
Slc9a3,kidney loop of Henle cortical thick ascending limb epithelial cell
Slc9a3,kidney loop of Henle thin ascending limb epithelial cell
Slc9a3,kidney epithelial cell
Slc9a3,kidney cortex tubule cell
Slc9a3,epithelial cell of nephron
Slc9a3,kidney loop of Henle epithelial cell
Slc9a3,kidney loop of Henle thin descending limb epithelial cell
Slc9a3,kidney cell
Slc9a3r1,enterocyte
Slc9a3r1,enterocyte of epithelium of large intestine
Slc9a3r1,mesothelial cell of pleura
Slc9a3r1,mesothelial cell of visceral pleura
Slc9a3r1,epithelial cell of large intestine
Slc9a8,brush cell
Slco3a1,pericyte
Slco3a1,mural cell
Slco4c1,seminal vesicle glandular cell
Slco4c1,lung secretory cell
Slit2,hypendymal cell
Slit2,macula densa epithelial cell
Slit2,kidney loop of Henle ascending limb epithelial cell
Slit2,kidney loop of Henle thick ascending limb epithelial cell
Slit2,kidney loop of Henle cortical thick ascending limb epithelial cell
Slit2,kidney loop of Henle thin ascending limb epithelial cell
Slit2,kidney connecting tubule epithelial cell
Slit2,kidney loop of Henle epithelial cell
Slit3,pyramidal neuron
Slit3,L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex
Slit3,L5 extratelencephalic projecting glutamatergic cortical neuron
Slit3,medium spiny neuron
Slit3,hippocampal neuron
Smad1,endothelial cell of lymphatic vessel
Smad1,Cajal-Retzius cell
Smad6,endothelial cell of artery
Smad6,kidney capillary endothelial cell
Smad6,capillary endothelial cell
Smad6,endocardial cell
Smad6,smooth muscle cell of the pulmonary artery
Smad6,tracheobronchial smooth muscle cell
Smad6,bronchial smooth muscle cell
Smad7,smooth muscle cell of the pulmonary artery
Smap2,tissue-resident macrophage
Smap2,central nervous system macrophage
Smap2,microglial cell
Smarca1,pancreatic PP cell
Smarca1,PP cell
Smarca1,granulosa cell
Smarca1,ovarian surface epithelial cell
Smarca4,mesothelial cell
Smarca4,DN3 thymocyte
Smarca4,mesenchymal cell
Smarcc1,Sertoli cell
Smarcc1,mesothelial cell
Smarcc1,granulosa cell
Smarcc1,skeletal muscle fiber
Smarcc1,mesenchymal cell
Smarcd2,thymocyte
Smarcd2,DN3 thymocyte
Smarce1,mesothelial cell
Smarce1,skeletal muscle fiber
Smarce1,mesenchymal cell
Smoc1,Sertoli cell
Smoc1,endocardial cell
Smoc1,Leydig cell
Smoc2,stem cell
Smoc2,mesenchymal stem cell
Smoc2,Leydig cell
Smoc2,fibroblast of cardiac tissue
Smtn,smooth muscle cell of prostate
Smtn,mesangial cell
Snai2,stromal cell of ovary
Snai2,interstitial cell of ovary
Snap25,neural cell
Snap25,neuron
Snap25,lamp5 GABAergic cortical interneuron
Snap25,glutamatergic neuron
Snap25,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
Snap25,L4/5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex
Snap25,corticothalamic-projecting glutamatergic cortical neuron
Snap25,L6 corticothalamic-projecting glutamatergic cortical neuron
Sncb,cortical interneuron
Sncb,cerebral cortex GABAergic interneuron
Sncb,pvalb GABAergic cortical interneuron
Sncg,neuroendocrine cell
Sncg,vasa recta descending limb cell
Sncg,kidney efferent arteriole endothelial cell
Sncg,kidney cortex artery cell
Sncg,smooth muscle cell of trachea
Sncg,mesangial cell
Snrk,endothelial cell of coronary artery
Snrk,endothelial cell of artery
Snrk,kidney capillary endothelial cell
Snrk,endothelial cell of sinusoid
Snrk,endothelial cell of hepatic sinusoid
Snrk,cardiac endothelial cell
Snrpa,mesothelial cell
Snrpa,skeletal muscle fiber
Snrpa,mesenchymal cell
Sntb1,pericyte
Sntb1,mural cell
Sntn,multi-ciliated epithelial cell
Sntn,ciliated columnar cell of tracheobronchial tree
Snu13,mesothelial cell
Snu13,skeletal muscle fiber
Snx5,precursor B cell
Snx5,erythroid progenitor cell
Snx5,"erythroid progenitor cell, mammalian"
Snx5,macrophage dendritic cell progenitor
Snx6,mesothelial cell
Snx6,granulosa cell
Snx6,ovarian surface epithelial cell
Socs1,endothelial cell of lymphatic vessel
Socs1,"CD4-positive, alpha-beta T cell"
Socs1,immature T cell
Socs1,DN3 thymocyte
Socs1,innate lymphoid cell
Socs2,muscle cell
Socs2,smooth muscle cell
Socs2,vascular associated smooth muscle cell
Socs2,aortic smooth muscle cell
Socs2,pulmonary interstitial fibroblast
Socs3,stem cell
Socs3,mesenchymal stem cell
Socs3,vein endothelial cell
Socs3,capillary endothelial cell
Socs3,endothelial cell of lymphatic vessel
Socs3,smooth muscle cell of trachea
Sod1,hepatocyte
Sod1,bladder urothelial cell
Sod1,brush cell
Sod2,kidney proximal convoluted tubule epithelial cell
Sod2,kidney proximal straight tubule epithelial cell
Sorcs3,sncg GABAergic cortical interneuron
Sorcs3,vip GABAergic cortical interneuron
Sorcs3,L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex
Sorl1,L5 extratelencephalic projecting glutamatergic cortical neuron
Sort1,L5 extratelencephalic projecting glutamatergic cortical neuron
Sos1,Purkinje cell
Sost,fenestrated cell
Sost,glomerular endothelial cell
Sostdc1,keratinocyte stem cell
Sostdc1,kidney collecting duct epithelial cell
Sostdc1,renal principal cell
Sostdc1,kidney distal convoluted tubule epithelial cell
Sostdc1,kidney loop of Henle ascending limb epithelial cell
Sostdc1,kidney loop of Henle thick ascending limb epithelial cell
Sostdc1,kidney loop of Henle epithelial cell
Sostdc1,Schwann cell
Sostdc1,cardiac neuron
Sostdc1,kidney collecting duct cell
Sox10,luminal epithelial cell of mammary gland
Sox10,mammary gland epithelial cell
Sox10,neuron associated cell (sensu Vertebrata)
Sox10,oligodendrocyte precursor cell
Sox10,Schwann cell
Sox11,glioblast
Sox11,hypendymal cell
Sox11,skeletal muscle fiber
Sox11,erythrocyte
Sox11,vascular leptomeningeal cell
Sox11,mesothelial fibroblast
Sox11,neural progenitor cell
Sox13,mesangial cell
Sox17,blood vessel endothelial cell
Sox17,vasa recta descending limb cell
Sox17,kidney efferent arteriole endothelial cell
Sox17,endothelial cell of artery
Sox17,kidney capillary endothelial cell
Sox17,capillary endothelial cell
Sox17,endothelial cell
Sox17,endothelial cell of vascular tree
Sox17,kidney cortex artery cell
Sox18,endothelial cell of coronary artery
Sox18,kidney efferent arteriole endothelial cell
Sox18,fenestrated cell
Sox18,glomerular endothelial cell
Sox18,endothelial cell
Sox18,cardiac endothelial cell
Sox18,smooth muscle cell of the pulmonary artery
Sox2,glioblast
Sox2,hypendymal cell
Sox2,respiratory epithelial cell
Sox2,epithelial cell of lower respiratory tract
Sox2,club cell
Sox2,basal epithelial cell of tracheobronchial tree
Sox2,neural progenitor cell
Sox21,glioblast
Sox21,basal epithelial cell of tracheobronchial tree
Sox4,granulosa cell
Sox4,aortic smooth muscle cell
Sox4,mesenchymal cell
Sox4,neural progenitor cell
Sox5,astrocyte of the cerebellum
Sox6,neuron associated cell (sensu Vertebrata)
Sox6,oligodendrocyte precursor cell
Sox6,sst GABAergic cortical interneuron
Sox6,sst chodl GABAergic cortical interneuron
Sox6,pvalb GABAergic cortical interneuron
Sox9,glioblast
Sox9,luminal epithelial cell of mammary gland
Sox9,Sertoli cell
Sox9,hypendymal cell
Sox9,mammary gland epithelial cell
Sox9,chondrocyte
Spdef,hypendymal cell
Spdef,goblet cell
Spdef,intestine goblet cell
Spdef,large intestine goblet cell
Sphk1,Schwann cell
Spi1,phagocyte
Spi1,macrophage
Spi1,tissue-resident macrophage
Spi1,central nervous system macrophage
Spi1,microglial cell
Spi1,hematopoietic cell
Spi1,blood cell
Spi1,granulocyte
Spi1,eosinophil
Spi1,neutrophil
Spi1,leukocyte
Spi1,professional antigen presenting cell
Spi1,dendritic cell
Spi1,CD141-positive myeloid dendritic cell
Spi1,conventional dendritic cell
Spi1,myeloid dendritic cell
Spi1,CD1c-positive myeloid dendritic cell
Spi1,myeloid leukocyte
Spi1,monocyte
Spi1,mononuclear cell
Spi1,myeloid cell
Spib,plasmacytoid dendritic cell
Spib,mononuclear cell
Spib,lymphocyte
Spib,B cell
Spib,precursor B cell
Spib,erythroid progenitor cell
Spib,"erythroid progenitor cell, mammalian"
Spib,macrophage dendritic cell progenitor
Spink1,epithelial cell of proximal tubule
Spink1,pancreatic acinar cell
Spink1,acinar cell
Spink1,epithelial cell of prostate
Spink1,luminal cell of prostate epithelium
Spink1,basal cell of prostate epithelium
Spink1,CD141-positive myeloid dendritic cell
Spink1,myeloid dendritic cell
Spink1,CD1c-positive myeloid dendritic cell
Spink1,"effector CD4-positive, alpha-beta T cell"
Spink1,"effector CD8-positive, alpha-beta T cell"
Spink1,fibroblast of connective tissue of prostate
Spink8,duct epithelial cell
Spink8,kidney collecting duct epithelial cell
Spink8,kidney collecting duct principal cell
Spink8,seminal vesicle glandular cell
Spink8,renal principal cell
Spink8,renal intercalated cell
Spink8,renal beta-intercalated cell
Spink8,renal alpha-intercalated cell
Spink8,luminal cell of prostate epithelium
Spink8,kidney collecting duct cell
Spn,eosinophil
Spn,mature B cell
Spn,naive B cell
Spn,non-classical monocyte
Spn,intermediate monocyte
Spn,immature alpha-beta T cell
Spn,immature NK T cell
Spock3,interneuron
Spock3,cortical interneuron
Spock3,cerebral cortex GABAergic interneuron
Spock3,lamp5 GABAergic cortical interneuron
Spock3,sncg GABAergic cortical interneuron
Spock3,sst GABAergic cortical interneuron
Spock3,pvalb GABAergic cortical interneuron
Spock3,inhibitory interneuron
Spock3,GABAergic neuron
Spock3,medium spiny neuron
Spon1,neuron associated cell (sensu Vertebrata)
Spon1,oligodendrocyte precursor cell
Spon1,fibroblast of lung
Spop,L5/6 near-projecting glutamatergic neuron of the primary motor cortex
Sprr2f,seminal vesicle glandular cell
Spry1,pulmonary interstitial fibroblast
Spsb1,skeletal muscle satellite cell
Spsb1,muscle precursor cell
Spta1,erythrocyte
Spta1,erythroid lineage cell
Sptb,erythrocyte
Sptbn2,Purkinje cell
Sqstm1,Leydig cell
Sqstm1,skeletal muscle satellite cell
Sqstm1,muscle precursor cell
Sqstm1,Langerhans cell
Sqstm1,bladder cell
Srgap1,kidney glomerular epithelial cell
Srgap1,podocyte
Srgap1,neuron associated cell
Srgap1,neuron associated cell (sensu Vertebrata)
Srgap1,oligodendrocyte precursor cell
Srgap1,Bergmann glial cell
Srgap1,astrocyte of the cerebellum
Srgap1,Purkinje cell
Srrm4,vip GABAergic cortical interneuron
Srrm4,pvalb GABAergic cortical interneuron
Srsf1,skeletal muscle fiber
Sst,pancreatic endocrine cell
Sst,pancreatic A cell
Sst,pancreatic D cell
Sst,pancreatic PP cell
Sst,glandular epithelial cell
Sst,enteroendocrine cell
Sst,PP cell
Sst,endocrine cell
Sst,sst GABAergic cortical interneuron
Sst,sst chodl GABAergic cortical interneuron
St6galnac5,hippocampal neuron
Stac,Purkinje cell
Star,Leydig cell
Stat1,"CD4-positive, alpha-beta T cell"
Stat3,hematopoietic stem cell
Stat3,luminal epithelial cell of mammary gland
Stat3,basal epithelial cell of tracheobronchial tree
Stat3,mammary gland epithelial cell
Stat3,skeletal muscle satellite cell
Stat3,muscle precursor cell
Stat4,alpha-beta T cell
Stat4,mature alpha-beta T cell
Stat4,"CD4-positive, alpha-beta T cell"
Stat4,"CD8-positive, alpha-beta T cell"
Stat4,innate lymphoid cell
Stat4,natural killer cell
Stat5a,epithelial cell of prostate
Stat5a,luminal cell of prostate epithelium
Stim1,Sertoli cell
Stim1,leptomeningeal cell
Stk32a,pancreatic D cell
Stk32a,neuron associated cell
Stk32a,neuron associated cell (sensu Vertebrata)
Stk32a,oligodendrocyte precursor cell
Stk32a,glial cell
Stk32a,macroglial cell
Stk32a,astrocyte
Stk32a,Bergmann glial cell
Stk32a,astrocyte of the cerebellum
Stk38,erythroid progenitor cell
Stk38,"erythroid progenitor cell, mammalian"
Stk39,macula densa epithelial cell
Stk39,kidney loop of Henle ascending limb epithelial cell
Stk39,kidney loop of Henle thick ascending limb epithelial cell
Stk39,kidney loop of Henle medullary thick ascending limb epithelial cell
Stk39,kidney loop of Henle cortical thick ascending limb epithelial cell
Stk39,kidney loop of Henle epithelial cell
Stk39,leptomeningeal cell
Stmn2,sst chodl GABAergic cortical interneuron
Stmn2,Cajal-Retzius cell
Strn3,Purkinje cell
Stx1a,glutamatergic neuron
Stx1a,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
Stx1a,L4/5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex
Stxbp1,neuron
Stxbp1,cerebral cortex GABAergic interneuron
Stxbp1,glutamatergic neuron
Stxbp4,kidney loop of Henle ascending limb epithelial cell
Stxbp4,kidney loop of Henle thick ascending limb epithelial cell
Stxbp4,kidney loop of Henle medullary thick ascending limb epithelial cell
Stxbp4,kidney loop of Henle cortical thick ascending limb epithelial cell
Stxbp4,kidney loop of Henle thin ascending limb epithelial cell
Stxbp4,kidney loop of Henle epithelial cell
Stxbp5l,neuron
Stxbp5l,granule cell
Stxbp5l,cerebellar granule cell
Sulf1,mesothelial cell of pleura
Sulf1,mesothelial cell of visceral pleura
Sulf2,stromal cell of ovary
Sulf2,interstitial cell of ovary
Supt16,mesothelial cell
Supt16,skeletal muscle fiber
Supt16,cell of skeletal muscle
Sv2a,cortical interneuron
Sv2a,cerebral cortex GABAergic interneuron
Sv2a,lamp5 GABAergic cortical interneuron
Sv2a,sst GABAergic cortical interneuron
Sv2a,pvalb GABAergic cortical interneuron
Sv2c,lamp5 GABAergic cortical interneuron
Svil,leptomeningeal cell
Svil,vascular leptomeningeal cell (Mmus)
Syk,plasmacytoid dendritic cell
Syk,mononuclear cell
Syk,lymphocyte
Syk,B cell
Syn1,pyramidal neuron
Syn1,L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex
Syn1,glutamatergic neuron
Syn1,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
Syn1,L4/5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex
Syn2,neural cell
Syn2,neuron
Syn2,sncg GABAergic cortical interneuron
Syncrip,skeletal muscle fiber
Syne1,L4/5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex
Syne4,acinar cell
Syngr3,sst GABAergic cortical interneuron
Syngr3,sst chodl GABAergic cortical interneuron
Synpo,kidney glomerular epithelial cell
Synpo,podocyte
Synpo2,smooth muscle cell of prostate
Syp,cerebral cortex GABAergic interneuron
Syp,sst GABAergic cortical interneuron
Syt2,granule cell
Syt4,pyramidal neuron
Syt4,L5 extratelencephalic projecting glutamatergic cortical neuron
Tac2,vip GABAergic cortical interneuron
Tacr1,sst chodl GABAergic cortical interneuron
Tacstd2,basal cell
Tacstd2,basal cell of epidermis
Tacstd2,stem cell of epidermis
Tacstd2,keratinocyte
Tacstd2,stratified epithelial cell
Tacstd2,urothelial cell
Tacstd2,bladder urothelial cell
Tacstd2,epidermal cell
Tacstd2,bladder cell
Taf9,naive T cell
Tagln,neuroendocrine cell
Tagln,muscle cell
Tagln,smooth muscle cell
Tagln,vascular associated smooth muscle cell
Tagln,aortic smooth muscle cell
Tagln,smooth muscle cell of trachea
Tagln,smooth muscle cell of prostate
Tagln,hepatic stellate cell
Tagln,pulmonary interstitial fibroblast
Tagln,pancreatic stellate cell
Tagln,pericyte
Tagln,mesangial cell
Tagln,mural cell
Tal1,basophil
Tal1,erythrocyte
Tal1,erythroid lineage cell
Tap1,conventional dendritic cell
Tap1,CD1c-positive myeloid dendritic cell
Tap1,immature alpha-beta T cell
Tap1,immature NK T cell
Tbc1d1,vasa recta descending limb cell
Tbc1d1,pericyte
Tbc1d1,mural cell
Tbck,kidney collecting duct epithelial cell
Tbck,kidney collecting duct principal cell
Tbck,renal principal cell
Tbck,kidney connecting tubule epithelial cell
Tbck,kidney collecting duct cell
Tbr1,Cajal-Retzius cell
Tbx1,keratinocyte stem cell
Tbx1,endothelial cell of lymphatic vessel
Tbx18,vascular leptomeningeal cell (Mmus)
Tbx2,Leydig cell
Tbx20,fibroblast of cardiac tissue
Tbx21,mature NK T cell
Tbx21,natural killer cell
Tbx3,kidney efferent arteriole endothelial cell
Tbx3,fenestrated cell
Tbx3,glomerular endothelial cell
